order_id,customer_id,order_date,amount,category,is_return
TXN000628,C0159,2025-10-20,1123.27,Combos,0
TXN000846,C0205,2025-04-13,1004.82,Baby Care,0
TXN001755,C0455,2026-03-25,1427.07,Combos,0
TXN000482,C0119,2025-11-09,450.69,Baby Care,0
TXN001772,C0460,2025-09-18,707.29,Combos,0
TXN000569,C0144,2025-11-17,259.58,Face Care,0
TXN001485,C0386,2024-08-20,599.72,Face Care,0
TXN001305,C0338,2026-03-31,921.13,Baby Care,0
TXN000314,C0079,2025-04-23,666.03,Hair Care,0
TXN001636,C0418,2025-11-20,727.94,Face Care,0
TXN001210,C0308,2025-10-17,223.19,Hair Care,0
TXN001157,C0286,2025-12-08,722.11,Combos,0
TXN000125,C0031,2024-12-25,1332.23,Combos,0
TXN000267,C0068,2024-11-21,887.29,Face Care,0
TXN001826,C0476,2026-04-07,440.14,Face Care,0
TXN000381,C0098,2026-01-16,437.28,Baby Care,0
TXN001754,C0455,2025-06-21,717.83,Body Care,0
TXN001841,C0481,2025-09-25,264.42,Face Care,0
TXN000398,C0101,2025-09-24,556.58,Body Care,0
TXN001559,C0403,2025-07-29,,Combos,0
TXN000007,C0004,2024-12-21,1486.38,Combos,0
TXN001199,C0304,2025-08-04,1668.43,Combos,0
TXN000011,C0004,2025-05-28,705.69,Hair Care,0
TXN001547,C0401,2025-07-08,712.32,Hair Care,0
TXN001411,C0366,2026-05-01,381.33,Face Care,0
TXN001189,C0300,2024-11-17,443.75,Body Care,0
TXN001180,C0294,2026-05-31,340.18,Hair Care,0
TXN001554,C0402,2025-02-15,572.17,Hair Care,0
TXN000975,C0242,2025-06-20,1463.46,Combos,0
TXN001308,C0340,2026-02-28,437.91,Body Care,0
TXN000711,C0172,2025-06-09,1297.45,Combos,0
TXN000355,C0093,2026-04-27,623.54,Hair Care,0
TXN000987,C0244,2025-08-28,888.69,Combos,0
TXN001791,C0463,2025-09-10,741.59,Body Care,0
TXN001509,C0389,2026-01-12,851.93,Body Care,0
TXN001361,C0352,2025-09-04,426.1,Hair Care,0
TXN000558,C0141,2025-12-17,1265.24,Combos,0
TXN000669,C0164,2026-05-17,399.5,Hair Care,1
TXN000141,C0034,2025-08-09,759.86,Baby Care,0
TXN001879,C0488,2025-11-16,830.64,Baby Care,0
TXN001037,C0257,2025-12-01,446.81,Baby Care,0
TXN001233,C0316,2025-04-24,496.14,Body Care,0
TXN001212,C0309,2025-12-12,899.35,Body Care,0
TXN000446,C0112,2025-08-16,1597.75,Combos,0
TXN001141,C0285,2025-07-17,983.3,Baby Care,0
TXN001577,C0404,2026-04-05,911.28,Body Care,0
TXN000454,C0113,2026-01-08,463.99,Body Care,1
TXN000330,C0085,2025-10-20,435.72,Hair Care,0
TXN001232,C0315,2026-06-27,530.09,Hair Care,0
TXN001437,C0373,2024-09-21,422.7,Hair Care,0
TXN000601,C0153,2025-08-24,296.63,Hair Care,0
TXN001753,C0455,2025-05-12,1834.98,Combos,0
TXN000956,C0239,2026-03-11,440.18,Body Care,0
TXN000160,C0040,2025-08-02,728.53,Face Care,0
TXN000868,C0209,2025-12-31,745.14,Hair Care,0
TXN001573,C0404,2025-10-30,603.93,Body Care,0
TXN000516,C0130,2026-01-30,445.6,Body Care,1
TXN000055,C0013,2025-08-31,834.26,Baby Care,0
TXN001444,C0375,2025-09-16,665.98,Body Care,0
TXN000145,C0036,2025-09-22,242.93,Hair Care,0
TXN001639,C0418,2026-03-26,618.88,Hair Care,0
TXN000755,C0182,2025-03-15,443.82,Body Care,0
TXN000522,C0131,2025-06-29,353.19,Baby Care,0
TXN000166,C0040,2026-03-15,765.55,Face Care,0
TXN001785,C0463,2025-02-24,991.18,Body Care,1
TXN000986,C0244,2025-07-23,476.68,Body Care,0
TXN000591,C0150,2026-05-02,1156.38,Combos,0
TXN000348,C0090,2026-02-25,768.55,Face Care,0
TXN000400,C0101,2025-11-28,327.38,Body Care,0
TXN000130,C0031,2025-07-15,315.7,Face Care,0
TXN000845,C0204,2025-11-04,610.0,Face Care,0
TXN000118,C0029,2025-04-07,821.03,Baby Care,0
TXN001176,C0294,2026-02-23,631.98,Body Care,0
TXN000958,C0239,2026-06-12,1641.58,Combos,0
TXN001288,C0329,2026-01-08,616.28,Face Care,0
TXN000329,C0085,2025-09-14,880.98,Baby Care,0
TXN000296,C0075,2025-09-01,1293.54,Combos,0
TXN001109,C0277,2026-03-09,628.17,Face Care,0
TXN000572,C0145,2025-04-18,780.59,Face Care,0
TXN001106,C0274,2025-05-23,289.35,Body Care,0
TXN000161,C0040,2025-09-04,328.96,Baby Care,0
TXN001183,C0297,2024-12-05,1620.35,Combos,1
TXN001620,C0417,2025-09-11,443.24,Face Care,0
TXN000231,C0055,2025-04-05,776.44,Combos,1
TXN001662,C0425,2025-11-02,279.6,Face Care,0
TXN000914,C0229,2025-08-31,541.01,Hair Care,0
TXN000255,C0061,2025-09-25,343.36,Hair Care,0
TXN001585,C0406,2025-03-17,325.07,Body Care,0
TXN000208,C0049,2025-02-08,1077.63,Baby Care,0
TXN000534,C0135,2026-05-28,381.53,Face Care,0
TXN000088,C0021,2026-06-11,428.73,Face Care,0
TXN000199,C0048,2025-08-31,1182.48,Baby Care,0
TXN000265,C0067,2025-06-13,821.22,Body Care,0
TXN001893,C0495,2026-02-27,330.26,Face Care,0
TXN000851,C0206,2026-01-14,261.17,Face Care,0
TXN000720,C0174,2025-06-12,520.54,Body Care,0
TXN000340,C0090,2025-06-07,1173.86,Combos,0
TXN001075,C0269,2025-11-30,528.03,Hair Care,0
TXN000066,C0015,2025-08-11,1594.8,Combos,0
TXN000744,C0179,2025-01-10,392.86,Hair Care,0
TXN001046,C0261,2024-12-17,439.28,Hair Care,0
TXN000388,C0099,2026-04-28,942.23,Body Care,0
TXN000664,C0164,2025-11-08,296.9,Face Care,0
TXN000380,C0098,2025-11-30,1782.86,Combos,0
TXN000944,C0236,2025-10-25,546.36,Baby Care,0
TXN000880,C0215,2025-12-08,1599.25,Combos,0
TXN001200,C0305,2025-11-22,655.34,Hair Care,0
TXN001093,C0272,2025-09-18,557.68,Face Care,0
TXN001041,C0259,2025-12-01,623.19,Face Care,0
TXN000110,C0026,2025-01-23,487.0,Baby Care,0
TXN000244,C0058,2026-06-20,892.51,Face Care,0
TXN000839,C0202,2026-06-24,849.26,Body Care,0
TXN000567,C0144,2025-09-29,711.6,Face Care,0
TXN000647,C0161,2025-04-09,924.84,Body Care,0
TXN001030,C0257,2025-03-03,1892.39,Combos,0
TXN000376,C0097,2026-03-18,1031.41,Combos,0
TXN000305,C0077,2025-03-30,856.04,Face Care,0
TXN000746,C0179,2025-03-20,543.58,Face Care,0
TXN000249,C0060,2024-11-20,740.35,Hair Care,0
TXN000379,C0098,2025-10-12,464.22,Face Care,0
TXN001594,C0409,2026-06-25,501.16,Face Care,1
TXN001151,C0286,2025-04-24,796.87,Combos,0
TXN001363,C0354,2024-12-25,885.51,Face Care,1
TXN001695,C0434,2025-11-21,312.13,Baby Care,0
TXN000093,C0022,2025-12-10,554.0,Face Care,0
TXN000702,C0169,2026-02-19,637.69,Hair Care,0
TXN000515,C0130,2025-12-11,1164.38,Combos,0
TXN000316,C0079,2025-06-26,410.81,Hair Care,0
TXN000131,C0031,2025-08-31,331.44,Hair Care,0
TXN001536,C0400,2025-01-18,306.55,Hair Care,0
TXN000570,C0144,2025-12-20,334.96,Body Care,0
TXN000544,C0140,2025-12-12,492.57,Hair Care,1
TXN001598,C0411,2026-04-13,393.6,Body Care,0
TXN000828,C0201,2026-01-13,756.71,Combos,0
TXN001844,C0481,2026-02-13,586.91,Baby Care,0
TXN000932,C0234,2025-11-15,816.21,Body Care,0
TXN000756,C0182,2025-04-30,285.46,Body Care,0
TXN001063,C0265,2026-05-06,441.71,Baby Care,0
TXN001177,C0294,2026-03-24,599.31,Body Care,0
TXN001599,C0411,2026-05-08,1714.5,Combos,0
TXN000129,C0031,2025-05-28,898.91,Body Care,0
TXN000147,C0036,2025-12-24,1833.96,Combos,0
TXN001053,C0264,2026-02-26,314.82,Face Care,0
TXN001128,C0284,2024-12-20,645.09,Hair Care,0
TXN000631,C0159,2026-01-30,646.45,Body Care,0
TXN001477,C0384,2025-11-06,388.83,Baby Care,0
TXN000034,C0009,2025-10-26,575.5,Body Care,0
TXN000797,C0194,2026-02-05,1536.17,Combos,0
TXN000319,C0079,2025-10-23,1847.62,Combos,0
TXN001303,C0336,2024-09-25,887.0,Baby Care,0
TXN001534,C0399,2025-09-25,535.79,Face Care,0
TXN000447,C0113,2025-03-28,873.17,Baby Care,0
TXN000076,C0017,2024-10-03,316.12,Baby Care,0
TXN000345,C0090,2025-12-01,988.04,Body Care,1
TXN000613,C0158,2025-07-20,1432.92,Combos,0
TXN000634,C0160,2024-12-28,1099.2,Baby Care,0
TXN000241,C0058,2026-02-06,733.32,Hair Care,0
TXN001003,C0249,2025-10-08,492.0,Hair Care,0
TXN001397,C0361,2025-04-09,865.77,Body Care,0
TXN001050,C0262,2025-12-31,656.31,Face Care,0
TXN001721,C0442,2026-05-26,609.83,Body Care,0
TXN001557,C0403,2025-05-12,335.77,Hair Care,0
TXN000240,C0057,2026-01-14,864.34,Baby Care,0
TXN000585,C0148,2026-03-15,280.47,Body Care,0
TXN001154,C0286,2025-08-18,987.83,Baby Care,0
TXN001081,C0270,2025-12-21,735.66,Hair Care,0
TXN000637,C0160,2025-04-13,519.08,Body Care,0
TXN000604,C0153,2026-05-11,785.11,Baby Care,0
TXN000015,C0004,2025-10-17,532.16,Face Care,0
TXN000902,C0227,2025-03-22,423.44,Body Care,0
TXN001518,C0393,2025-10-23,342.06,Face Care,0
TXN001415,C0367,2026-02-20,359.48,Body Care,0
TXN001548,C0401,2025-08-07,214.32,Hair Care,0
TXN001017,C0255,2026-05-08,545.46,Hair Care,0
TXN000539,C0138,2024-10-28,688.28,Face Care,0
TXN001888,C0491,2026-04-25,598.1,Body Care,0
TXN000922,C0233,2025-08-05,690.1,Body Care,0
TXN000749,C0181,2025-03-14,512.49,Baby Care,0
TXN001171,C0292,2026-04-27,408.83,Hair Care,0
TXN000178,C0042,2025-07-12,1611.2,Combos,0
TXN001231,C0315,2026-05-23,1622.41,Combos,0
TXN001272,C0325,2025-12-13,914.32,Body Care,1
TXN001737,C0449,2026-02-26,511.76,Face Care,0
TXN001336,C0346,2025-02-04,547.88,Body Care,0
TXN000992,C0246,2024-12-06,366.79,Body Care,0
TXN001726,C0446,2025-10-21,723.91,Hair Care,1
TXN000488,C0121,2024-12-30,687.59,Combos,1
TXN001505,C0389,2025-07-12,779.25,Baby Care,0
TXN001513,C0393,2025-04-21,504.69,Face Care,1
TXN001071,C0268,2025-08-21,543.78,Face Care,0
TXN000098,C0024,2025-08-27,494.59,Hair Care,0
TXN001328,C0345,2025-03-26,1036.11,Baby Care,0
TXN001320,C0344,2025-07-20,856.76,Combos,0
TXN000453,C0113,2025-12-08,516.08,Face Care,0
TXN000254,C0061,2025-08-14,412.75,Face Care,0
TXN000205,C0049,2024-11-04,1290.42,Baby Care,0
TXN000467,C0117,2024-10-25,541.65,Hair Care,0
TXN001290,C0329,2026-03-09,570.82,Hair Care,0
TXN000111,C0026,2025-09-22,960.86,Body Care,0
TXN001649,C0422,2026-05-01,1018.85,Combos,0
TXN001766,C0459,2025-12-29,896.56,Body Care,0
TXN000486,C0120,2025-09-06,1504.69,Combos,0
TXN000139,C0032,2026-05-27,729.29,Face Care,0
TXN001486,C0387,2026-01-15,793.49,Combos,0
TXN001018,C0255,2026-06-23,462.73,Baby Care,0
TXN000465,C0116,2026-04-13,879.83,Face Care,0
TXN001609,C0412,2025-06-05,367.71,Baby Care,0
TXN001265,C0323,2025-09-30,1136.15,Baby Care,0
TXN000745,C0179,2025-02-16,1143.24,Baby Care,0
TXN001347,C0348,2025-03-12,743.28,Body Care,0
TXN001126,C0283,2025-08-09,804.04,Combos,0
TXN001553,C0401,2026-02-17,531.05,Body Care,0
TXN001469,C0381,2025-01-23,395.74,Face Care,0
TXN001703,C0436,2025-01-11,268.95,Hair Care,0
TXN001139,C0285,2025-05-11,609.02,Body Care,0
TXN001314,C0344,2024-12-06,612.84,Body Care,0
TXN001449,C0376,2025-06-17,831.92,Face Care,0
TXN001749,C0453,2025-07-04,929.41,Combos,0
TXN000718,C0173,2025-04-21,880.08,Body Care,0
TXN000641,C0160,2025-08-12,731.23,Combos,0
TXN000619,C0158,2026-02-11,871.04,Face Care,0
TXN000042,C0010,2025-04-26,506.67,Hair Care,0
TXN001868,C0486,2024-12-28,354.4,Face Care,0
TXN000648,C0161,2025-05-15,255.87,Face Care,0
TXN000990,C0244,2025-12-14,672.26,Combos,0
TXN000083,C0020,2024-09-24,984.98,Body Care,0
TXN001748,C0452,2025-09-27,509.21,Hair Care,0
TXN001283,C0328,2025-06-07,1123.06,Baby Care,0
TXN000357,C0094,2025-09-20,,Combos,0
TXN000359,C0095,2026-02-10,659.16,Hair Care,0
TXN000694,C0169,2025-04-22,1216.17,Baby Care,0
TXN000568,C0144,2025-10-23,278.11,Face Care,0
TXN000198,C0047,2025-02-04,324.36,Hair Care,0
TXN000542,C0140,2025-09-09,1552.47,Combos,0
TXN000229,C0055,2025-01-22,605.45,Combos,0
TXN000954,C0239,2025-12-30,745.91,Face Care,0
TXN001590,C0408,2025-05-02,474.13,Body Care,0
TXN001054,C0264,2026-04-08,654.36,Combos,0
TXN000885,C0217,2026-04-06,557.91,Hair Care,0
TXN000709,C0171,2026-06-25,396.78,Body Care,0
TXN000114,C0027,2025-09-19,683.88,Combos,0
TXN001625,C0417,2026-03-09,925.27,Combos,0
TXN001896,C0496,2025-11-23,1482.68,Combos,0
TXN001289,C0329,2026-02-03,310.7,Hair Care,0
TXN001393,C0360,2025-07-21,557.47,Face Care,0
TXN000692,C0168,2026-06-30,867.98,Baby Care,0
TXN001856,C0484,2026-02-06,429.44,Body Care,0
TXN000565,C0143,2026-05-17,347.12,Face Care,0
TXN000153,C0039,2024-08-22,544.96,Body Care,0
TXN000271,C0068,2025-03-18,405.84,Hair Care,0
TXN000884,C0216,2024-12-24,557.96,Hair Care,0
TXN000966,C0241,2026-05-04,,Baby Care,0
TXN001659,C0425,2025-07-25,884.5,Body Care,0
TXN001153,C0286,2025-07-09,219.21,Hair Care,0
TXN000171,C0042,2024-09-16,425.74,Hair Care,0
TXN000282,C0071,2025-04-17,582.44,Hair Care,0
TXN000971,C0242,2025-01-25,249.41,Face Care,1
TXN001774,C0460,2025-12-12,483.39,Hair Care,0
TXN001834,C0480,2024-08-28,330.95,Baby Care,0
TXN001462,C0380,2025-11-25,545.0,Baby Care,0
TXN001404,C0362,2026-01-16,535.85,Hair Care,0
TXN001479,C0384,2026-01-06,336.04,Baby Care,0
TXN001059,C0265,2025-12-18,968.17,Body Care,0
TXN001521,C0393,2026-01-30,1443.05,Combos,0
TXN000743,C0179,2024-11-27,712.8,Combos,0
TXN000708,C0171,2026-05-23,720.6,Combos,0
TXN001578,C0404,2026-05-23,432.77,Face Care,0
TXN001410,C0365,2026-01-29,858.0,Face Care,0
TXN000937,C0235,2025-10-09,249.53,Face Care,0
TXN001280,C0328,2025-02-20,735.88,Hair Care,0
TXN000504,C0125,2026-05-19,771.36,Body Care,0
TXN000230,C0055,2025-02-22,597.44,Baby Care,0
TXN001822,C0476,2025-12-11,418.37,Hair Care,0
TXN000769,C0185,2026-05-20,405.38,Hair Care,0
TXN001591,C0408,2025-11-20,785.35,Body Care,0
TXN000704,C0171,2026-01-09,331.93,Face Care,0
TXN000701,C0169,2026-01-17,234.5,Hair Care,0
TXN000272,C0068,2025-04-29,550.77,Face Care,0
TXN000840,C0203,2025-07-14,577.14,Baby Care,0
TXN000476,C0119,2025-03-07,305.22,Hair Care,0
TXN001414,C0367,2026-01-26,1023.12,Combos,0
TXN001332,C0346,2024-08-21,586.67,Hair Care,0
TXN001395,C0360,2025-10-01,493.32,Hair Care,0
TXN000784,C0190,2025-03-14,306.18,Hair Care,0
TXN000215,C0049,2025-10-24,1219.55,Combos,0
TXN001292,C0329,2026-05-05,322.77,Hair Care,1
TXN000097,C0024,2025-07-08,252.96,Body Care,0
TXN001713,C0440,2026-01-16,439.11,Baby Care,0
TXN000190,C0045,2026-01-19,370.28,Face Care,0
TXN001817,C0476,2025-05-14,856.25,Face Care,0
TXN000024,C0007,2025-08-05,672.73,Hair Care,0
TXN000352,C0092,2026-04-21,452.84,Hair Care,0
TXN000861,C0207,2026-03-27,318.38,Hair Care,0
TXN001378,C0357,2025-02-15,468.35,Face Care,1
TXN001101,C0273,2025-12-13,381.73,Face Care,0
TXN001522,C0394,2025-10-01,335.48,Face Care,0
TXN001028,C0257,2025-01-04,1214.9,Baby Care,0
TXN001796,C0465,2025-03-10,800.47,Face Care,0
TXN001253,C0319,2026-04-15,700.05,Face Care,0
TXN000040,C0010,2025-03-01,813.96,Face Care,0
TXN001607,C0412,2025-03-27,982.29,Baby Care,0
TXN000113,C0027,2025-08-10,369.07,Hair Care,0
TXN000360,C0095,2026-03-28,381.71,Body Care,0
TXN000573,C0146,2025-10-17,737.64,Hair Care,0
TXN000344,C0090,2025-11-04,381.73,Hair Care,0
TXN001339,C0347,2025-04-22,884.49,Combos,0
TXN000432,C0109,2025-11-17,550.25,Face Care,0
TXN000065,C0015,2025-07-14,1264.14,Baby Care,0
TXN000030,C0008,2026-06-10,562.48,Body Care,0
TXN001779,C0461,2026-04-11,1137.33,Baby Care,0
TXN001448,C0376,2025-05-23,709.03,Combos,0
TXN001405,C0363,2025-01-12,551.84,Face Care,0
TXN000703,C0170,2025-03-10,876.27,Baby Care,0
TXN000749,C0181,2025-03-14,512.49,Baby Care,0
TXN000920,C0232,2025-09-21,830.9,Baby Care,0
TXN000354,C0093,2026-04-01,586.91,Baby Care,0
TXN001842,C0481,2025-11-11,541.58,Baby Care,0
TXN000979,C0242,2025-11-17,279.94,Face Care,0
TXN000277,C0069,2024-10-20,720.89,Face Care,0
TXN001494,C0388,2025-12-02,562.65,Baby Care,1
TXN001423,C0369,2025-04-09,633.01,Baby Care,0
TXN000146,C0036,2025-11-08,358.68,Hair Care,0
TXN000502,C0123,2026-03-17,702.84,Hair Care,0
TXN000573,C0146,2025-10-17,737.64,Hair Care,0
TXN001697,C0434,2026-02-04,397.15,Face Care,0
TXN000458,C0113,2026-06-03,292.55,Face Care,0
TXN000479,C0119,2025-07-05,385.29,Body Care,0
TXN001646,C0420,2025-02-07,729.34,Hair Care,0
TXN001774,C0460,2025-12-12,483.39,Hair Care,0
TXN001294,C0330,2025-03-05,322.79,Face Care,0
TXN001004,C0249,2025-11-05,882.11,Combos,0
TXN001304,C0337,2026-04-20,1606.34,Combos,0
TXN000618,C0158,2026-01-17,302.16,Body Care,0
TXN000777,C0188,2024-11-21,342.51,Body Care,0
TXN000997,C0247,2025-11-12,1706.18,Combos,1
TXN001321,C0344,2025-08-19,1365.44,Combos,0
TXN001592,C0409,2026-04-21,782.75,Combos,0
TXN000469,C0117,2025-01-14,521.21,Face Care,0
TXN000053,C0011,2025-03-13,929.38,Combos,0
TXN001497,C0389,2024-10-13,600.55,Face Care,0
TXN001378,C0357,2025-02-15,468.35,Face Care,1
TXN001529,C0395,2026-01-08,1631.46,Combos,0
TXN000475,C0119,2025-01-24,1149.58,Combos,0
TXN001368,C0355,2025-11-13,439.84,Face Care,0
TXN001811,C0470,2024-12-24,475.25,Body Care,0
TXN001382,C0358,2025-06-01,932.42,Body Care,0
TXN001129,C0284,2025-01-18,482.53,Face Care,0
TXN000611,C0156,2025-10-03,429.28,Body Care,0
TXN001570,C0404,2025-07-02,468.47,Baby Care,0
TXN000739,C0179,2024-07-24,538.99,Body Care,0
TXN000370,C0097,2025-08-09,848.55,Body Care,0
TXN000062,C0015,2025-03-17,415.86,Hair Care,0
TXN000819,C0198,2025-09-13,980.29,Body Care,0
TXN001524,C0394,2025-12-25,1836.37,Combos,1
TXN000964,C0241,2026-03-06,278.31,Body Care,0
TXN001110,C0278,2024-09-10,711.77,Body Care,0
TXN001881,C0488,2026-01-13,910.17,Combos,0
TXN001664,C0425,2026-01-22,363.94,Hair Care,0
TXN001617,C0416,2026-04-19,727.48,Body Care,0
TXN000365,C0097,2025-01-12,969.26,Body Care,0
TXN001381,C0358,2025-04-24,1811.92,Combos,0
TXN001567,C0403,2026-05-16,914.03,Body Care,0
TXN000346,C0090,2025-12-26,276.87,Face Care,0
TXN000708,C0171,2026-05-23,720.6,Combos,0
TXN001671,C0428,2025-03-08,1220.97,Combos,0
TXN001688,C0432,2025-09-26,941.53,Baby Care,0
TXN001372,C0355,2026-04-22,815.26,Body Care,0
TXN001147,C0285,2026-03-09,557.34,Body Care,0
TXN001039,C0259,2025-09-29,969.89,Body Care,1
TXN001752,C0455,2025-03-28,394.0,Body Care,0
TXN000665,C0164,2025-12-11,754.89,Face Care,0
TXN000930,C0233,2026-05-25,753.94,Hair Care,0
TXN000673,C0166,2026-04-03,1155.01,Baby Care,0
TXN001076,C0269,2026-01-05,638.38,Hair Care,0
TXN001160,C0286,2026-03-12,964.56,Baby Care,0
TXN000625,C0159,2025-07-09,1802.4,Combos,0
TXN000824,C0200,2025-06-29,913.08,Baby Care,0
TXN001571,C0404,2025-08-16,383.81,Baby Care,0
TXN001855,C0484,2025-12-30,494.22,Face Care,0
TXN001504,C0389,2025-06-09,558.43,Face Care,0
TXN000792,C0191,2025-03-26,420.93,Body Care,0
TXN000163,C0040,2025-11-22,704.38,Combos,0
TXN000250,C0060,2025-07-28,442.74,Hair Care,0
TXN000298,C0075,2025-11-04,734.31,Hair Care,1
TXN000624,C0159,2025-05-22,876.25,Body Care,0
TXN000521,C0131,2025-05-18,711.57,Hair Care,0
TXN000005,C0003,2025-10-05,876.04,Baby Care,0
TXN000483,C0119,2025-12-14,499.86,Face Care,0
TXN001204,C0306,2025-09-23,556.16,Face Care,0
TXN001367,C0355,2025-10-06,286.43,Body Care,0
TXN000485,C0119,2026-02-24,575.65,Face Care,0
TXN001227,C0314,2025-04-05,1884.91,Combos,0
TXN001149,C0285,2026-05-24,572.96,Body Care,0
TXN000996,C0246,2025-11-04,788.25,Baby Care,0
TXN000882,C0215,2026-05-17,617.13,Hair Care,0
TXN000031,C0009,2025-06-25,360.54,Body Care,0
TXN000158,C0039,2025-06-30,886.68,Body Care,0
TXN001407,C0363,2025-08-23,472.43,Face Care,0
TXN000321,C0080,2024-10-11,1021.42,Baby Care,0
TXN000531,C0134,2024-12-17,1373.18,Combos,0
TXN000307,C0077,2025-06-05,1290.86,Combos,0
TXN000850,C0206,2025-12-14,385.02,Hair Care,0
TXN001144,C0285,2025-10-27,628.73,Baby Care,0
TXN001725,C0445,2025-01-06,1194.38,Combos,0
TXN001401,C0361,2025-08-18,322.42,Face Care,0
TXN001402,C0361,2026-04-13,895.02,Face Care,0
TXN000853,C0206,2026-04-04,1679.55,Combos,1
TXN001251,C0318,2026-05-09,790.53,Body Care,0
TXN000876,C0214,2024-12-22,364.56,Body Care,0
TXN000164,C0040,2026-01-11,534.34,Face Care,0
TXN000646,C0161,2025-03-10,797.93,Hair Care,0
TXN000955,C0239,2026-01-24,604.0,Combos,0
TXN000561,C0142,2026-04-25,701.51,Hair Care,0
TXN001540,C0400,2025-06-23,1021.68,Baby Care,0
TXN000362,C0095,2026-06-08,350.75,Body Care,0
TXN000678,C0167,2026-05-06,1195.38,Baby Care,0
TXN001248,C0318,2026-01-17,485.94,Hair Care,0
TXN001658,C0425,2025-06-14,349.55,Face Care,0
TXN001473,C0382,2026-03-10,1145.63,Baby Care,0
TXN000576,C0148,2025-04-11,1131.06,Baby Care,0
TXN000304,C0076,2026-06-18,736.12,Hair Care,0
TXN000806,C0196,2025-02-14,1407.13,Combos,0
TXN000921,C0233,2025-06-17,307.53,Face Care,0
TXN001711,C0438,2026-06-23,339.22,Body Care,0
TXN001808,C0469,2026-06-18,616.11,Baby Care,0
TXN000894,C0222,2025-08-22,1488.66,Combos,0
TXN001823,C0476,2026-01-09,467.95,Hair Care,0
TXN001277,C0326,2025-03-17,816.17,Body Care,0
TXN000204,C0048,2026-05-26,890.11,Body Care,0
TXN000527,C0133,2024-12-04,309.0,Face Care,0
TXN000895,C0222,2025-09-21,671.81,Hair Care,0
TXN000363,C0096,2024-11-25,581.1,Face Care,0
TXN000429,C0109,2025-07-23,370.41,Body Care,0
TXN000843,C0204,2025-08-22,1157.47,Baby Care,0
TXN000679,C0167,2026-06-14,1053.24,Baby Care,0
TXN001747,C0452,2025-08-22,544.53,Hair Care,0
TXN001632,C0418,2025-06-29,319.88,Hair Care,0
TXN001574,C0404,2025-12-07,564.19,Body Care,0
TXN000440,C0111,2025-10-12,1137.33,Baby Care,0
TXN000672,C0166,2026-02-28,1512.19,Combos,0
TXN001563,C0403,2025-12-25,,Combos,0
TXN001190,C0301,2025-05-20,367.13,Face Care,0
TXN000068,C0015,2025-10-28,478.61,Face Care,0
TXN001356,C0352,2025-02-11,996.33,Baby Care,1
TXN000339,C0089,2026-04-17,561.06,Body Care,0
TXN001366,C0355,2025-09-03,627.01,Face Care,0
TXN001678,C0428,2025-12-09,1381.26,Combos,0
TXN001849,C0482,2026-02-08,1542.0,Combos,0
TXN001746,C0452,2025-07-22,323.02,Face Care,0
TXN001092,C0272,2025-08-18,681.57,Baby Care,0
TXN000662,C0162,2026-05-05,1041.61,Combos,1
TXN001052,C0264,2026-01-12,549.87,Hair Care,0
TXN000214,C0049,2025-09-17,971.89,Combos,0
TXN000808,C0196,2025-05-04,502.02,Baby Care,0
TXN000505,C0125,2026-06-24,674.42,Body Care,0
TXN001735,C0449,2025-12-07,865.48,Body Care,0
TXN000556,C0141,2025-09-19,738.3,Combos,0
TXN000390,C0100,2026-03-07,1015.95,Combos,0
TXN000738,C0178,2026-02-10,1245.99,Baby Care,0
TXN001083,C0270,2026-02-22,285.79,Face Care,0
TXN000262,C0067,2025-03-02,229.18,Hair Care,0
TXN000508,C0128,2025-07-22,915.87,Body Care,1
TXN000931,C0234,2025-10-21,287.77,Face Care,0
TXN000796,C0194,2026-01-14,727.27,Baby Care,1
TXN000695,C0169,2025-06-08,1714.5,Combos,0
TXN001273,C0326,2024-10-25,324.21,Hair Care,0
TXN000923,C0233,2025-09-17,724.5,Combos,0
TXN001878,C0488,2025-10-21,271.67,Hair Care,0
TXN000612,C0157,2024-07-27,1800.45,Combos,0
TXN001681,C0430,2025-02-01,679.88,Body Care,0
TXN000401,C0101,2026-01-11,539.22,Face Care,0
TXN000313,C0079,2025-03-12,268.91,Face Care,0
TXN001374,C0356,2024-09-26,1341.63,Combos,0
TXN001716,C0442,2025-10-28,582.62,Hair Care,0
TXN001555,C0403,2025-02-14,227.04,Hair Care,0
TXN000827,C0201,2025-12-10,383.43,Hair Care,0
TXN000095,C0023,2025-11-28,1509.91,Combos,0
TXN001676,C0428,2025-09-12,1149.83,Baby Care,0
TXN000801,C0195,2026-05-20,860.52,Face Care,0
TXN000906,C0227,2025-07-25,321.86,Hair Care,0
TXN001531,C0396,2026-05-21,384.76,Hair Care,0
TXN001526,C0394,2026-03-18,329.83,Face Care,1
TXN000829,C0201,2026-02-14,914.2,Combos,0
TXN001173,C0293,2026-04-06,435.54,Hair Care,0
TXN000026,C0008,2025-12-24,237.97,Hair Care,0
TXN000296,C0075,2025-09-01,1293.54,Combos,0
TXN001847,C0481,2026-06-22,796.72,Baby Care,0
TXN000883,C0216,2024-08-18,544.37,Face Care,1
TXN001222,C0313,2025-01-18,1147.53,Baby Care,0
TXN000968,C0242,2024-10-19,907.05,Combos,0
TXN001238,C0316,2025-10-21,721.85,Baby Care,0
TXN000245,C0059,2025-05-17,379.44,Body Care,0
TXN000373,C0097,2025-12-05,863.14,Combos,0
